track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_level
4piZ5m1vZGDkfyHga5U97m,Hookah,Bad Gyal,70,0xLKGRXpMLJ9wNpAJZwbVJ,Hookah,2019-07-19,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.872,0.579,0,-6.149,1,0.113,0.0699,2.38e-06,0.116,0.483,103.973,179893,high
0pCDds54QUooGedfpHUjtW,Love Of My Life,Brian McKnight,45,2UQSMFU11WqCr7shuCRGZL,Superhero,2001-01-01,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,0.649,0.445,6,-7.13,1,0.029,0.134,7.42e-06,0.116,0.335,123.767,281867,somewhat_low
2lef7yeg5qkPNt0ptulqfW,Lost In Translation,Logic,8,6GeHCNwwqMMUrpxuGTRYcf,Confessions of a Dangerous Mind,2019-05-10,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.569,0.791,2,-4.128,1,0.364,0.553,6.55e-06,0.102,0.367,156.947,289720,low
01nV5tQ4pCpKIIJ3AVxKdv,Generé,Bipo Montana,46,0rEzNORhsOrbHxxZxUe67P,Robot Montana,2019-08-22,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.743,0.565,9,-10.454,1,0.324,0.778,0.000174,0.298,0.753,88.041,219786,somewhat_low
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,83,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,high
6GvK5IObiZJs4PyTFJTELk,EASY LOVE,Gear 2nd,27,61dkquTQitHZ110cEOzdHq,EASY LOVE,2019-10-30,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.802,0.776,8,-6.903,0,0.112,0.16,0.0,0.0969,0.687,109.996,225273,somewhat_low
0M9mH33xccGM4ITZIGwX2H,Need Somebody To Talk To,Sexton,42,7pXS1210AXPkd4722GxNYu,Lost My Heart In Hollywood: Chapter 3,2019-12-20,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,0.436,0.599,9,-6.814,0,0.0941,0.637,2.68e-06,0.105,0.0861,195.906,142041,somewhat_low
7rSG1epHwcN45WaysXjH4i,Burn - Original Mix,Joseph Crawford,44,5Pbbn9lph74GSNAVbcl32G,Burn,2019-06-14,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.565,0.527,6,-9.069,1,0.0325,0.00874,0.00016,0.099,0.0399,143.92,286667,somewhat_low
1gv4xPanImH17bKZ9rOveR,Raise Your Glass,P!nk,76,3uQMzfrf4kUNGsCtmTtjPh,Raise Your Glass,2010-10-05,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960,high
6nJPHXRpKYv2yqtalEjKy5,Got the Life,Korn,68,0gsiszk6JWYwAyGvaTTud4,Follow The Leader,1998-08-18,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,somewhat_high
4XuPsbwMAzfmaUfjEsoyiO,Flying High,Jewelz & Sparks,20,3HKScpmKIVTdyLCAiNBtD6,Flying High,2017-03-24,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.64,0.727,9,-5.776,0,0.0491,0.0347,0.000327,0.565,0.508,115.015,223304,low
6xW2g0c5uSoa3S6xk9eI4j,W (feat. Gunna),Koffee,74,4CGh0wfCdEh3xZVHx8uJK5,W (feat. Gunna),2019-11-26,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.856,0.721,6,-6.813,0,0.0779,0.178,2.14e-05,0.0913,0.902,100.98,230151,high
6FqQemgEHZi5v1pswknfHs,Me Valoriza (feat. Dilsinho) - Ao Vivo,Avine Vinny,61,0xqf7nSOVpqnIwaBeyYKcX,Me Valoriza (feat. Dilsinho) [Ao Vivo],2019-11-22,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.453,0.801,0,-3.546,1,0.106,0.131,0.0,0.861,0.664,149.745,184761,somewhat_high
4OJFkrRQqol4FsPesF8eu4,Saturday in the Park - 2002 Remaster,Chicago,61,2oSXXINsWGuEsc4udgWxh8,Chicago V (Expanded & Remastered),1972-07-10,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.668,0.76,7,-6.831,1,0.034,0.137,0.0,0.0803,0.61,114.378,235667,somewhat_high
0fE5kL2rRlaSQ86OvZG1NX,Always,Killswitch Engage,48,5I6bH0UaVR4LnKmVUWDZoD,Disarm The Descent (Special Edition),2013-03-29,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.535,0.936,7,-5.372,0,0.0377,0.000456,0.00359,0.356,0.316,115.005,273053,somewhat_high
2MlcK8OgC5IpQz3l093YSR,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,11,09sj7Lv5N1jQygrQ5Sv38j,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],2012-01-01,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.723,0.695,9,-5.201,0,0.0586,0.0105,0.00355,0.0459,0.604,127.989,373627,low
2hBJgz4Ye9MkkmBbaDTTKx,Another Part of Me - 2012 Remaster,Michael Jackson,42,3Us57CjssWnHjTUIXBuIeH,Bad (Remastered),1987-08-31,New Jack Swing,4nX6BscFtR1CozSCfv2cuR,r&b,new jack swing,0.78,0.868,10,-4.5,1,0.0705,0.11,7.67e-05,0.352,0.773,106.069,234720,somewhat_low
0hvxqftYCZT406ElE03giM,Mad Izm,Channel Live,41,2FNK3h0iIIL5C3cKjgJuNQ,Station Identification,1995-01-01,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.901,0.655,11,-10.085,0,0.273,0.00743,0.00629,0.173,0.807,96.005,255533,somewhat_low
7JvnTM155wIxjTyVc8kFlI,Joshua at Metro,015B,30,6yeBwc4ZSaLvxtN8eYx8XC,Joshua at Metro,2018-11-20,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.453,0.507,5,-6.447,1,0.0506,0.639,0.0,0.478,0.509,114.911,198240,somewhat_low
2KaRk8KFLzdiwHSZCG7zgV,500 Benz,Joey Bada$$,54,0qvfg8rQJsC9iFinKXV5jj,500 Benz,2017-07-06,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.676,0.763,11,-7.604,0,0.198,0.186,1.92e-06,0.107,0.624,87.967,201818,somewhat_high
6Si9ImvDVWAgjX3pfsldGM,Seven Seas Of Rhye - Remastered 2011,Queen,34,1kkb8xlG9yssEVsWKiEtAB,Queen (2011 Remaster),1973-07-13,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.245,0.458,2,-13.372,1,0.0409,0.718,0.963,0.154,0.0447,64.517,76573,somewhat_low
2LtKpIWqy79CQ2NgD7O9dW,Pressure,Jidé,26,2nV5WD5JB7Hz7pfOLpXkuH,Pressure,2019-11-20,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.634,0.604,4,-7.496,1,0.0342,0.0394,0.0179,0.182,0.0567,82.529,112197,somewhat_low
0WSlOSMLJWoWUpWci9nnRb,Cissy Strut,The Meters,57,1Nt14TE6bKZGzJrROip36y,The Meters,1969,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,186853,somewhat_high
3ehS7brEPi3Pc8yitrFdbG,Chains - Remix,Nick Jonas,43,4G4Azv5cwPBv3vCA0mD6ei,Nick Jonas X2,2015-11-20,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.504,0.674,0,-5.824,0,0.0622,0.0247,0.0,0.0757,0.0991,76.847,203000,somewhat_low
65yj943cpxnMmgwe2YEZag,Good Love,Zola Blood,2,5W4uljBYdOdx3QM5PaStDY,Infinite Games,2017-05-26,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.666,0.574,4,-8.831,0,0.0318,0.312,0.598,0.111,0.334,95.005,225613,very_low
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),Avicii,81,1m3mf7xkXIwssVriaaTjOS,AVĪCI (01),2017-08-10,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,high
1XJWsjiN9fD6AVBBBJ0sfg,Aparentemente,Mackieaveliko,40,2hUic00wq6dn7s5kJjggc3,Mis Favoritas Vol. 1,2015-12-12,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.865,0.586,1,-10.475,0,0.151,0.0969,0.00274,0.13,0.882,93.994,302942,somewhat_low
4ExbAn6QFTRUxml2SDVUBa,Skylines,Glades,16,7ieVTQg9uKDuq0SAv1ituV,Skylines,2016-10-14,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.628,0.84,11,-5.336,1,0.0418,0.00883,3.53e-05,0.14,0.455,95.013,206773,low
4fjOfG50zDutoKWLZBzKGs,Armageddon,Joey Dale,9,01hkRLtMJmQX2vjvT02T1c,Armageddon,2016-09-16,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.507,0.785,5,-4.191,1,0.0435,0.0242,0.0,0.218,0.121,128.054,210000,low
6TR0FGw4zhlGbQALN065AI,Breathe,CamelPhat,69,7c4A33WznTkdnqBEmLsWWF,Breathe,2018-11-16,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.595,0.877,9,-7.414,0,0.0442,0.00646,0.0879,0.398,0.081,125.015,194233,high
459tqykAvuDfgPrWT1XsLn,Alignment,Guustavv,33,4m2xqgJlpPXgWwaz9NNBRY,Sova,2019-11-22,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.211,0.262,4,-11.892,0,0.0356,0.932,0.972,0.207,0.112,78.263,149500,somewhat_low
4yZI69ElgxddAUGNJjzc0j,Subimos de Rango,Omy de Oro,64,778jBq4jMs5U6f7vNVl626,Subimos de Rango,2019-08-21,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.809,0.653,6,-6.705,0,0.29,0.749,0.000253,0.106,0.73,129.798,266092,somewhat_high
6mqEYpayC5TQFUYTwx7qPo,I'll Go,Donell Jones,47,71sUmWFx7QpjGePX6pSDBw,I'll Go,2000,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.744,0.735,10,-6.514,0,0.0293,0.0188,0.00016,0.0569,0.951,99.991,241345,somewhat_low
77ozYKcoGc9Cc6M9wRZH9d,De Pe a Pa,Granuja,47,31HSq8pOXZCts7GqWXTRU1,Círculo Vicioso,2017-03-31,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.715,0.558,10,-6.546,0,0.374,0.118,1.3e-05,0.236,0.611,172.01,263023,somewhat_low
7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,high
4erEEDn3ePjsUycruIf6My,Make It Rain,The Audition,21,6POoZnVEetK6ha2zSp1ws1,Champion,2008,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.47,0.958,8,-0.773,1,0.0685,0.0143,0.0,0.138,0.557,160.015,190053,low
31PXxAJEOYqriWiFERTmsC,The Coming Storm,Matt Moore,39,52fw36YDDeGbzSoGNhEqDI,The Coming Storm,2017-06-09,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.479,0.963,2,-3.045,1,0.0796,7.72e-05,0.0376,0.0831,0.211,92.022,247278,somewhat_low
02138lFv3Bzncr6ScNbLAF,Rattle Your Cage,Skrizzly Adams,44,3RcttHMKlZ7K1ovxIANPd0,Young Man,2019-11-15,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,0.583,0.565,1,-8.318,1,0.123,0.027,0.0,0.0908,0.498,179.874,209972,somewhat_low
5uZLsGY9fknBd5Rxr7AIss,Shut Up Kiss Me,Angel Olsen,64,5M8xQaQZuW2LZGVXZ3mlKN,MY WOMAN,2016-09-02,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.373,0.63,7,-5.131,1,0.0461,0.0552,0.0,0.107,0.352,115.942,202200,somewhat_high
6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door - Remastered,Bob Dylan,73,2Pj2kZM5XpyIeyFBTAVulL,Pat Garrett & Billy The Kid [Soundtrack From The Motion Picture) (Remastered],1973-07-13,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,high
5o8lxcSYAj8uXTiIHoyyA9,Castles,Freya Ridings,67,2r0ybH1gnkMCRq1ZnBrPXx,Castles,2019-05-30,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.672,0.752,4,-4.866,1,0.0843,0.0046,0.00047,0.056,0.429,116.945,211838,somewhat_high
7IsEXPk6qqt30FfQv4SZMa,The Way,Fastball,62,2KVpGKVIzcK9bB13MXJGEb,All The Pain Money Can Buy,1998-01-01,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,257093,somewhat_high
5voPrNQYQ4kQoRZ9A2NghB,Bowtie (feat. Sleepy Brown & Jazze Pha),OutKast,40,1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,2003,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.84,0.888,1,-4.78,1,0.262,0.34,0.0,0.303,0.648,98.532,236640,somewhat_low
7itCfKLYBNstSX8yrBWcBh,Give It to Em,Akon,27,3ZpfQDwafNdaEUnbWVHIlM,Koncrete Vol. 1,2013-12-17,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.61,0.75,7,-4.302,0,0.134,0.0141,0.0,0.416,0.255,157.796,306836,somewhat_low
7t4JfA6DUGxywPmy9SXixz,If I'm Not Your Lover,Al B. Sure!,31,3RjOQ5eRm9f5kf6ysRpByu,In Effect Mode,1988-04-26,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.841,0.5,11,-13.889,1,0.0422,0.066,0.00156,0.126,0.798,103.775,245093,somewhat_low
3UQAKY0SUEonxneROvv4jy,Ready to Die - 2006 Remaster,The Notorious B.I.G.,56,2HTbQ0RHwukKVXAlTmCZP2,Ready to Die (The Remaster),1994-09-13,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.724,0.841,6,-5.713,1,0.309,0.0633,3.68e-05,0.487,0.476,84.991,264547,somewhat_high
7gX8GB0EA0urB0wtkzkZAY,Feet On The Ground,Nicky Romero,20,35WXgfLjkwUGsGf502QBOU,Feet On The Ground,2014-06-13,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.405,0.936,2,-1.78,0,0.2,0.242,0.0,0.359,0.281,126.085,176390,low
54NI0COc4wjNVTW9rnOEfI,"Parte De Tu Mundo - De ""La Sirenita""/Banda Sonora Original",María Caneda,33,7iWekZ4JcHEpTCM2QSddOG,La Sirenita (Banda Sonora Original),2002-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.27,0.279,5,-10.319,1,0.0346,0.953,0.00142,0.0937,0.366,87.182,192013,somewhat_low
6M33ukGn1XGp1Lv5FhbcZy,Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007,Soda Stereo,51,3QTxxZucih0hympCczXXuO,El Ultimo Concierto A,1997-10-09,Soda Stereo – El Ultimo Concierto,3opIxv3Y5GmXDNpbLFZxIm,rock,album rock,0.477,0.723,5,-5.93,1,0.0259,0.0111,0.00972,0.919,0.27,82.711,278667,somewhat_high
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,58,7syMmofF2t1xI0RFCtrSG9,First Love,2017-10-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,207428,somewhat_high
4DfF4g9549dBiqpk63lEO8,Coco Jamboo - Calippo Remix Edit,Angelika Vee,54,3bfX1EYJgy17SBxmod6UKn,Coco Jamboo (Remixes) - Single,2017-06-02,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.761,0.866,11,-4.525,0,0.119,0.11,0.0383,0.17,0.366,122.005,200164,somewhat_high
48z5kj9Bf8GBpal49ApDO7,Back to Me,Citna,23,4PYlbfTOhlG5wSpVYzCVTL,Back to Me,2019-04-12,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.749,0.512,11,-8.828,0,0.095,0.467,0.000682,0.265,0.498,120.015,158000,low
3ihK0bdxDfJmsxLHmK74kR,We Dance,Bright Ones,35,1tkbwMwtLCA575ZKqXFgx7,Bright Ones,2018-04-27,CHRISTIAN ELECTRO / DANCE / EDM,0MhTMIo1bgH6zzPh7BdChT,edm,progressive electro house,0.739,0.635,1,-5.821,1,0.0327,0.00821,0.000167,0.113,0.268,130.032,234774,somewhat_low
54yCP5dfn4uvU5h37aE8f4,Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,1jJdkoOAj3Uk6Tbv3S4fsa,MONTANA,2019-12-06,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.718,0.882,4,-4.677,0,0.0521,0.0229,0.0286,0.102,0.611,95.005,194171,high
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,76,4JBZ0QHveEpESepanNBG8A,Grateful,2017-06-22,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,high
7LqnglgrosirX2c7C44Cnw,"Money, Hoes & Power (feat. Jermaine Dupri)",UGK,15,4lWWlBbKuWBk7xgKEkevSg,The Essential UGK,2014-03-14,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.914,0.837,1,-5.338,1,0.153,0.108,6.42e-06,0.0286,0.977,143.975,258133,low
0C4nF89474iqlF4HBVhfEI,Don't Stop (feat. Moe Mitchell),Moguai,31,28wrSy8PaKWCxUAW32GRVq,Don't Stop (feat. Moe Mitchell),2019-07-01,Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,0.754,0.974,0,-4.642,1,0.168,0.209,1.05e-05,0.331,0.402,122.998,168049,somewhat_low
7ADbma50v1csIQh2BLRBB4,Tsunami - Blasterjaxx Edit,DVBBS,30,4sgO2p1yNll8AArUa9N6R3,Tsunami (Blasterjaxx Remix),2014-01-20,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.657,0.555,4,-5.98,0,0.0421,0.0337,0.864,0.203,0.0804,127.974,215867,somewhat_low
2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,18,57DmSe1xfynExe60QgpWU0,Mi Gente,2017-06-30,Los Cangri,2hTs6GuPwhmg4ApNqxWXLE,latin,latin hip hop,0.543,0.677,11,-4.915,0,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,189440,low
1PZUD6jjtYsOUC9vDjdJHK,American Pie,Xamã,66,0e2bs8KEArBtFeMYoqBYKP,O Iluminado,2019-12-12,Trapperz Brasil,37i9dQZF1DWWr5uieiPUVM,rap,trap,0.583,0.468,9,-8.794,0,0.339,0.334,0.0,0.1,0.322,130.002,179077,somewhat_high
5c2oCfWpqrtU3avaOuekLs,Willie Nelson,Clutch,37,5bcsAnJvIiept5zU4B2g8x,High Volume: The Stoner Rock Collection,2005-07-05,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.614,0.744,0,-7.167,1,0.0264,0.00152,0.000768,0.0953,0.502,106.455,199506,somewhat_low
0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,72,3jMnO9ehAlTTCxNeVMu1zY,So Far Away (feat. Jamie Scott & Romy Dya),2017-12-01,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,183637,high
31UjYv5vLsDkzchJOtUMtW,HP,Maluma,23,4Z6UQR992qmvuH2WLBD1pT,HP,2019-03-01,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,low
2LcQebtolx6SwZS4zeHWWt,Lost in My Mind,RÜFÜS DU SOL,53,5Jazpq8mEgSgQs06mdwkQd,SOLACE,2018-10-19,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.575,0.827,6,-5.576,1,0.0354,0.00962,0.000682,0.104,0.286,119.969,260664,somewhat_high
6vxX7MwVgjwvGDstNBzFSv,What a Feeling,Toni Lo,29,0dXjcAQBSfm3w7JrYtZuhk,Best Songs of 80's Disco Music. Las Mejores Canciones De La Música Disco De Los Años 80,2013-12-20,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.559,0.688,7,-3.272,0,0.033,0.294,5.84e-06,0.275,0.34,129.716,221147,somewhat_low
6pGZOkEi79wdJ7x2dPBy4w,Goodnight Goodnight,Maroon 5,59,2RUHJZ3raiIDsR3yX4JXf5,It Won't Be Soon Before Long (International Version),2007-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.587,0.677,2,-3.765,1,0.0256,0.033,0.0,0.18,0.239,94.988,243320,somewhat_high
1fSHWLTwlHMnNIbF2dhP1Z,Something Summery,Cozy Collective,52,5nZ2hn5Sy8PItNTIPSfwqi,Cozy Waves,2018-04-21,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.643,0.381,11,-11.278,0,0.662,0.917,0.195,0.115,0.496,77.643,74286,somewhat_high
44PPV27QqLimtf95CEDuC0,Coast To Coast,Scorpions,2,1RF9unDmj4qfkZXdN0bEVY,Lovedrive (50th Anniversary Deluxe Edition),1979-02-25,This Is Scorpions,37i9dQZF1DWViGKI2U5P2K,rock,hard rock,0.393,0.665,0,-4.781,1,0.0396,0.000104,0.816,0.0502,0.353,112.962,283107,very_low
0fbXFYtHPpq5fVNRGjxZrC,Scrub The Ground (feat. DJ Funk),Chocolate Puma,58,1wwwzZ0LYiLOct5BdvNpRb,Scrub The Ground (feat. DJ Funk),2015-10-16,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.786,0.887,11,-3.886,0,0.0518,0.0263,0.812,0.338,0.682,126.982,168937,somewhat_high
6RtRxaZN5RMWFbeZW24oRx,hold on,flor,57,3GIL4DPTpx8qXKmCVavrjD,come out. you're hiding (deluxe),2018-02-02,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.609,0.872,8,-4.72,1,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774,somewhat_high
1dVbC0XoM4VxpDkrv1tcjf,Catching Fire,Ryos,44,4HMuUkqnzXtG4c9CVe0WiR,Catching Fire,2020-01-10,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.63,0.906,3,-4.877,0,0.155,0.0776,2.09e-06,0.175,0.343,128.096,204375,somewhat_low
6LwlxrRkPPt0AgX9NPTK0U,Bounce,Firebeatz,49,21vSCD5QvdRF0D2W2MnM56,Bounce,2019-05-03,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.742,0.779,1,-5.019,1,0.0829,0.0139,0.457,0.105,0.366,126.031,213333,somewhat_high
4V7NFI2JLLJcZnGgJpIYXQ,Destroyer,Lala Lala,48,5GFULjIyZ5Yf02OE2sKrPJ,The Lamb,2018-09-28,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,0.6,0.617,10,-6.383,1,0.0255,0.755,0.624,0.151,0.354,110.024,192550,somewhat_high
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,21,163nFrWkhj8FwiwJ11Gu93,Perfect Strangers,2016-06-03,Tropical Beats,37i9dQZF1DX1bDvyV0IkZ3,latin,tropical,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,196613,low
1ohwrBQrxIlqMYfkoYERiN,Eazy-Duz-It,Eazy-E,56,2glPhGd3WXbnNttSdOOr2e,Eazy-Duz-It,1988-09-13,Gangsta Rap/90's Hip-Hop,62spXXfUxBed8nbd5xvH2O,rap,gangster rap,0.827,0.728,2,-3.912,1,0.307,0.0768,0.0,0.237,0.692,90.872,259493,somewhat_high
3e5jM4j3eru6pCdme26ELa,Take Me,Castion,17,0g2HybtDQGhrirybZ2wJN4,Take Me,2018-11-16,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.528,0.971,7,-4.777,0,0.181,0.0504,0.0514,0.552,0.09,127.991,191401,low
65RTyZesurf9xxf7FZVL1u,Not Today - Remix,Hillsong UNITED,43,3wNAcHO8vZNoUyhaVopRb3,Not Today,2018-09-28,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.617,0.833,6,-4.476,0,0.0449,0.0919,0.0,0.385,0.43,109.995,219187,somewhat_low
